TRACK_ID	gene	condition	IP_tag	timepoint	rep	ChIPmix
AN8506_sCopy_OE_16h_FLAG_ChIPMix36_2	AN8506	AN8506_sCopy_OE	FLAG	16h	2	ChIPMix36
AN8506_sCopy_OE_16h_FLAG_ChIPMix64_3	AN8506	AN8506_sCopy_OE	FLAG	16h	3	ChIPMix64
AN8506_sCopy_OE_16h_polII_ChIPMix60_2	AN8506	AN8506_sCopy_OE	polII	16h	2	ChIPMix60
AN8509_sCopy_OE_16h_HA_ChIPMix55_1	AN8509	AN8509_sCopy_OE	HA	16h	1	ChIPMix55
AN8509_sCopy_OE_16h_HA_ChIPMix55_2	AN8509	AN8509_sCopy_OE	HA	16h	2	ChIPMix55
AN8509_sCopy_OE_16h_polII_ChIPMix55_1	AN8509	AN8509_sCopy_OE	polII	16h	1	ChIPMix55
AN8509_sCopy_OE_16h_polII_ChIPMix60_2	AN8509	AN8509_sCopy_OE	polII	16h	2	ChIPMix60
AN8645_sCopy_OE_16h_HA_ChIPMix55_1	AN8645	AN8645_sCopy_OE	HA	16h	1	ChIPMix55
AN8645_sCopy_OE_16h_HA_ChIPMix64_2	AN8645	AN8645_sCopy_OE	HA	16h	2	ChIPMix64
AN8645_sCopy_OE_16h_polII_ChIPMix56_1	AN8645	AN8645_sCopy_OE	polII	16h	1	ChIPMix56
AN8645_sCopy_OE_16h_polII_ChIPMix60_2	AN8645	AN8645_sCopy_OE	polII	16h	2	ChIPMix60
AN8645_sCopy_OE_16h_polII_ChIPMix66_3	AN8645	AN8645_sCopy_OE	polII	16h	3	ChIPMix66
AN8741_sCopy_OE_16h_HA_ChIPMix64_1	AN8741	AN8741_sCopy_OE	HA	16h	1	ChIPMix64
AN8741_sCopy_OE_16h_HA_ChIPMix64_2	AN8741	AN8741_sCopy_OE	HA	16h	2	ChIPMix64
AN8741_sCopy_OE_16h_polII_ChIPMix66_1	AN8741	AN8741_sCopy_OE	polII	16h	1	ChIPMix66
AN8741_sCopy_OE_16h_polII_ChIPMix66_2	AN8741	AN8741_sCopy_OE	polII	16h	2	ChIPMix66
AN8902_sCopy_OE_16h_HA_ChIPMix36_1	AN8902	AN8902_sCopy_OE	HA	16h	1	ChIPMix36
AN8902_sCopy_OE_16h_HA_ChIPMix55_2	AN8902	AN8902_sCopy_OE	HA	16h	2	ChIPMix55
AN8902_sCopy_OE_16h_polII_ChIPMix55_1	AN8902	AN8902_sCopy_OE	polII	16h	1	ChIPMix55
AN8902_sCopy_OE_16h_polII_ChIPMix60_2	AN8902	AN8902_sCopy_OE	polII	16h	2	ChIPMix60
AN9013_sCopy_OE_16h_HA_ChIPMix36_1	AN9013	AN9013_sCopy_OE	HA	16h	1	ChIPMix36
AN9013_sCopy_OE_16h_HA_ChIPMix55_2	AN9013	AN9013_sCopy_OE	HA	16h	2	ChIPMix55
AN9013_sCopy_OE_16h_polII_ChIPMix55_1	AN9013	AN9013_sCopy_OE	polII	16h	1	ChIPMix55
AN9013_sCopy_OE_16h_polII_ChIPMix60_2	AN9013	AN9013_sCopy_OE	polII	16h	2	ChIPMix60
apdR_mCopy_OE_16h_FLAG_ChIPMix17_1	apdR	apdR_mCopy_OE	FLAG	16h	1	ChIPMix17
apdR_mCopy_OE_16h_polII_ChIPMix17_1	apdR	apdR_mCopy_OE	polII	16h	1	ChIPMix17
apdR_sCopy_OE_16h_FLAG_ChIPMix36_2	apdR	apdR_sCopy_OE	FLAG	16h	2	ChIPMix36
apdR_sCopy_OE_16h_FLAG_ChIPMix64_3	apdR	apdR_sCopy_OE	FLAG	16h	3	ChIPMix64
apdR_sCopy_OE_16h_polII_ChIPMix55_2	apdR	apdR_sCopy_OE	polII	16h	2	ChIPMix55
apdR_sCopy_OE_16h_polII_ChIPMix66_3	apdR	apdR_sCopy_OE	polII	16h	3	ChIPMix66
areA_del_NF_16h_H3K27Ac_ChIPMix55_1	areA_del	areA_del_NF	H3K27Ac	16h	1	ChIPMix55
areA_del_NH4_16h_H3K27Ac_ChIPMix55_1	areA_del	areA_del_NH4	H3K27Ac	16h	1	ChIPMix55
cpcA_16h_HA_ChIPMix34_1	cpcA	cpcA	HA	16h	1	ChIPMix34
hepA_del_16h_polII_ChIPMix56_1	hepA_del	hepA_del	polII	16h	1	ChIPMix56
MH11036_16h_polII_ChIPMix19_1	NA	MH11036	polII	16h	1	ChIPMix19
MH11036_16h_polII_ChIPMix66_3	NA	MH11036	polII	16h	3	ChIPMix66
MH11036_TSA_16h_polII_ChIPMix19_1	NA	MH11036_TSA	polII	16h	1	ChIPMix19
WT_16h_input_FLAG_ChIPMix64_1	NA	WT	input_FLAG	16h	1	ChIPMix64
WT_16h_input_HA_ChIPMix64_1	NA	WT	input_HA	16h	1	ChIPMix64
scpR_sCopy_OE_16h_FLAG_ChIPMix66_1	scpR	scpR_sCopy_OE	FLAG	16h	1	ChIPMix66
MH11036_16h_polII_ChIPMix55_2	NA	MH11036	polII	16h	2	ChIPMix55
MH11036_no_Xyl_16h_polII_ChIPMix56_1	NA	MH11036_no_Xyl	polII	16h	1	ChIPMix56
WT_48h_H3K27Ac_ChIPMix56_1	WT	WT	H3K27Ac	48h	1	ChIPMix56
